Rank,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
886,Matty McConnell,RMU,35,30.1,3.5,8.7,0.397,1.6,4.5,0.353,2.1,3.1,0.694,1.4,2.5,1.2,3.5,4.7,2.9,1.9,0.4,10.6
887,Josh Gantz,UML,32,34.6,3.9,7.8,0.494,1.4,3.8,0.377,1.4,1.8,0.807,1.8,3.2,1.4,3,4.4,3,0.9,0.8,10.6
888,Dominic Robb,NU,32,24.4,4.2,7.8,0.538,0.2,0.6,0.3,2.1,2.8,0.733,1.2,2,1.4,3.3,4.8,0.7,0.4,2.2,10.6
889,JaShaun Smith,LONG,34,28.6,4.2,8.5,0.49,1.5,4,0.372,0.8,1.4,0.553,1.9,1.9,0.7,2.6,3.3,0.7,0.6,0.5,10.6
890,Josh Reaves,PSU,32,33,3.9,9.2,0.426,1.5,4.1,0.356,1.2,1.9,0.656,2.5,3.1,1.6,3.4,5,2.9,2.5,1,10.6
891,Jahlil Tripp,PAC,32,29.6,3.8,7.6,0.506,0.6,1.8,0.316,2.3,3.4,0.694,2.3,3.3,1.4,4.3,5.7,3,1.6,0.1,10.6
892,Kendall Stafford,UNA,32,32.1,4.2,9.9,0.418,1.4,4.6,0.315,0.8,1.3,0.659,2,2.3,1.6,5.1,6.7,1.9,0.6,0.1,10.6
893,Myles Lewis,VMI,32,25.4,4.4,9.5,0.459,0.1,0.7,0.143,1.8,2.7,0.651,2.2,2.5,1.7,3.3,5,1.1,1.2,0.4,10.6
894,Jonathan Kasibabu,FU,31,25.9,4,7.2,0.554,0.3,1,0.267,2.4,3.4,0.705,2.5,3.7,2.8,4.6,7.4,1.4,1,0.8,10.6
895,Paul White,UO,38,27,3.8,8.4,0.451,1.5,3.9,0.378,1.5,2.1,0.744,1.2,2.5,1.1,2.8,3.9,1.4,0.8,0.4,10.6
896,Xavier Sneed,KSU,33,30.7,3.6,9,0.396,1.6,4.7,0.346,1.8,2.7,0.67,1.2,2.3,1.3,4.2,5.5,1.9,1.4,0.3,10.6
897,Miles Latimer,SB,33,31.7,3.3,8.4,0.388,1.9,4.9,0.387,2.1,2.8,0.769,1.3,1.8,0.6,2.9,3.6,1.4,0.9,0.2,10.6
898,Dimencio Vaughn,RU,27,25.5,3.5,8.4,0.42,1.1,3.4,0.319,2.4,3.6,0.688,1.9,2.4,1.1,4.1,5.2,1.4,1.8,0.6,10.6
899,"Terry Nolan, Jr.",GW,29,28,3,8.2,0.36,1.8,5,0.349,2.9,4.6,0.619,1.7,2.6,0.5,4.1,4.6,1.8,1,0.4,10.6
900,Donnie Tillman,U of U,31,27.3,3.3,7.4,0.439,1.4,3.9,0.361,2.6,3.3,0.786,1.3,1.9,1.3,3.9,5.3,1.6,0.6,0.3,10.5
901,Jaylen Stowe,MER,31,27.8,3.8,7.3,0.529,0.4,1.3,0.282,2.5,3.5,0.709,1.4,2.4,1,3.9,4.9,1.2,1.1,0.1,10.5
902,Bryan Alberts,LBSU,33,29.2,3.8,10.1,0.377,2.2,6,0.369,0.7,0.9,0.793,0.9,1.3,0.5,1.9,2.5,0.9,0.8,0.2,10.5
903,Carlton Bragg,UNM,24,24,3.8,7.7,0.497,0,0.2,0,2.9,4.5,0.645,1.5,3,2.5,6.4,8.8,0.6,0.9,1.2,10.5
904,Brandon McKissic,UMKC,30,30.4,4.1,9.1,0.453,1,2.8,0.341,1.3,2.3,0.574,1.6,2.8,0.6,2.7,3.2,2,1.4,0.2,10.5
905,Mike Nuga,PSU,30,20.1,3.9,8.8,0.443,1.6,4.8,0.343,1.1,1.5,0.717,1.3,1.6,0.8,2,2.8,0.9,0.4,0.1,10.5
906,Brad Davison,UW,34,32.3,3.4,8.8,0.385,1.5,4.4,0.349,2.2,2.8,0.809,1,2.3,0.3,3,3.3,1.8,1.1,0.1,10.5
907,James Banks,GT,31,30.5,4.1,7.3,0.564,0,0,0,2.3,3.3,0.68,2.3,2.9,2.6,5.1,7.8,1.4,0.5,2.5,10.5
908,Trejon Jacob,FIU,33,23.1,4,8.2,0.494,1.7,4.5,0.381,0.8,1.5,0.51,1.2,1,0.6,3,3.5,0.6,1.1,0.3,10.5
909,Steve Harris,APSU,33,27.6,4.2,8.9,0.474,0.2,0.5,0.294,1.9,2.5,0.78,2.2,2,1,1.9,2.9,2.6,0.7,0.5,10.5
910,Taevion Kinsey,MU,37,24.8,4.1,7,0.587,0.7,1.9,0.357,1.6,2.4,0.667,1,1.9,1.9,2.1,4,1.3,0.8,0.5,10.5
911,James Towns,NU,32,28.9,3.3,8.7,0.379,0.7,2.2,0.3,3.3,4,0.814,2.2,1.2,0.7,2.8,3.5,3.4,0.5,0,10.5
912,Saleik Edwards,DESU,28,32.4,3.5,11.6,0.298,2.4,7.7,0.312,1.2,1.6,0.717,1.9,2.2,0.6,3,3.6,1.4,0.8,0.1,10.5
913,Ivan Gandia-Rosa,UNF,33,30.3,3.7,8.6,0.425,1.8,4.6,0.386,1.4,1.8,0.75,2.5,1.8,0.6,2.6,3.2,5.8,1,0.2,10.5
914,Jordan Goodwin,SLU,36,34.2,3.9,9.6,0.403,0.7,2.6,0.263,2,3.9,0.511,2.4,2.7,3.5,4,7.5,3.4,1.8,0.3,10.5
915,Donta Hall,UA,34,26.8,3.9,6.3,0.617,0,0,1,2.6,3.6,0.718,1.1,1.8,2.7,6.1,8.8,0.5,0.5,1.6,10.5
916,Marvin Clark Jr.,STJ,34,30.1,3.4,8.7,0.39,2.1,6,0.353,1.6,2,0.794,1.4,3.7,0.8,4.7,5.4,1.3,0.9,0.6,10.5
917,Aaron Cook,SIU,32,32.8,3.5,8.9,0.396,1.2,3.6,0.348,2.2,3.3,0.651,2.5,1.6,0.5,1.9,2.4,3.7,1.3,0.3,10.5
918,Mario Kegler,BU,28,28.2,3.8,8.7,0.432,1,3.2,0.303,2,3.1,0.651,1.6,2.8,1.5,4.3,5.8,1.3,0.4,0.6,10.5
919,Luke Knapke,U of T,33,26,4.1,7.5,0.553,1,2.5,0.39,1.2,1.8,0.695,1.5,2.6,1.9,4.7,6.6,2,0.4,1.5,10.5
920,Kevin Johnson,NSU,31,35.2,3.7,9.9,0.379,1.1,3.5,0.312,1.9,2.3,0.806,2.1,2.2,0.7,3.1,3.8,5.1,2.1,0.2,10.5
921,"Derrik Jamerson, Jr.",NSU,36,27,3.4,6.8,0.496,2.6,5.1,0.497,1.2,1.3,0.913,0.4,2.7,1.1,2.8,3.9,0.5,0.6,0.4,10.4
922,Kory Holden,USA,25,23.2,3.5,8,0.433,2.5,5.4,0.467,1,1.4,0.686,1.9,2.2,0.4,1.2,1.6,2.4,0.4,0.1,10.4
923,Marcus Zegarowski,CU,32,28.6,3.5,7.7,0.453,1.9,4.4,0.426,1.6,2,0.769,1.8,1.9,0.5,2.7,3.2,3.4,0.9,0,10.4
924,Javan Johnson,TU,30,29.6,3.7,9.3,0.4,1.8,5,0.353,1.2,1.7,0.72,1.7,2,0.8,3.4,4.2,1.6,0.5,0.7,10.4
925,Temidayo Yussef,LBSU,28,20.5,3.8,8.2,0.467,0,0,0,2.8,4.4,0.634,2.2,2.7,2.2,4.2,6.5,1.1,0.4,0.2,10.4
926,Josh Delaney,SHSU,33,30.4,3.3,8.9,0.366,1.8,5.3,0.349,2,2.4,0.848,2.2,1.7,0.5,1.9,2.4,4.8,0.8,0.1,10.4
927,Sergio El Darwich,UM,31,28.9,4,8,0.494,1,3.1,0.312,1.5,2.1,0.712,2.6,2.6,0.5,3.6,4.2,3,1.3,0.2,10.4
928,Brocke Stepteau,UH,31,27.5,3.2,6.8,0.467,1.2,2.7,0.446,2.8,3.2,0.889,1.7,1.8,0.3,1.5,1.8,3.3,0.5,0,10.4
929,Christiaan Jones,STET,31,22.8,3.9,9.2,0.423,1.3,4.3,0.303,1.4,2.2,0.632,1.4,0.8,1.4,2.5,3.9,0.9,0.7,0.2,10.4
930,Jordan Reed,UNH,29,31.5,3.4,9,0.381,1.9,5.3,0.357,1.7,2,0.86,1.6,2.4,0.5,2.5,3,1.4,0.9,0,10.4
931,Patrick Good,ETSU,32,27.4,3.2,7.8,0.411,2.7,7,0.39,1.3,1.6,0.808,1.1,0.9,0.4,1.9,2.3,1.9,0.8,0.1,10.4
932,Michael Miller,UNT,33,26.2,3.9,8,0.487,1.1,2.9,0.368,1.5,2,0.758,1.8,2.4,2.1,3.6,5.7,1.5,0.6,0.5,10.4
933,Tremell Murphy,DU,33,26.5,4,7.9,0.504,0.5,1.2,0.41,2,3.3,0.602,2,2.5,1.8,4.4,6.2,1.7,0.7,0.5,10.4
934,Chris Lewis,HAR,28,24,4.5,7.4,0.606,0,0,0,1.4,2,0.709,2,2.8,1.5,3.5,5,0.9,0.8,1.9,10.4
935,Dinero Mercurius,FGC,31,22.4,3.4,7.8,0.432,1.8,4.9,0.371,1.9,2.5,0.734,1.2,1.7,0.4,1.5,1.9,1.4,1.4,0,10.4
936,Justin Simon,STJ,34,32.9,4.1,8.9,0.462,0.3,1.1,0.289,1.8,3,0.608,2.1,2.6,1.2,3.9,5.1,3.2,1.5,0.6,10.4
937,Jordan Bruner,YALE,30,28,4,7.9,0.511,0.7,2.6,0.278,1.6,2.1,0.734,1.9,1.9,2.1,6.2,8.3,3,1,1.5,10.4
938,Siler Schneider,UCD,31,27,4,10.1,0.401,0.9,3.2,0.27,1.4,1.9,0.733,2.5,2.6,0.4,2.4,2.8,1.9,1,0.1,10.4
939,Tyson Carter,MSU,34,25.6,3.8,8.6,0.447,1.8,4.8,0.366,0.9,1.2,0.8,1,1.5,0.1,1.9,2,1.5,1.2,0,10.4
940,Darnell Cowart,MSU,33,20,4,7.2,0.548,0,0.1,0,2.4,3.6,0.658,1.2,2.7,2.4,4.1,6.5,1.1,0.8,0.4,10.3
941,Damari Milstead,GCU,34,28.2,3.5,8.6,0.403,0.9,2.6,0.337,2.5,3.3,0.752,1.9,1.5,0.6,2,2.6,3.6,1.4,0.1,10.3
942,Luke Frampton,DAV,34,30.9,3.3,8.8,0.379,2.9,7.8,0.376,0.7,1.1,0.658,1,2.6,0.4,2.8,3.2,2,0.9,0.3,10.3
943,Wyatt Lohaus,UNI,34,29.4,3.8,9.1,0.416,1.3,3.8,0.349,1.5,1.9,0.781,1.3,1.2,0.4,2.1,2.5,1.5,0.7,0,10.3
944,Devearl Ramsey,UCSB,32,30.5,3.5,8,0.432,1.2,2.9,0.409,2.2,2.8,0.787,2,1.7,0.2,3.2,3.4,3.2,1,0.2,10.3
945,Sam Kearns,ORU,26,29.3,3.6,8.3,0.431,2.2,5.5,0.394,1,1.3,0.788,2,2.6,0.3,2.3,2.7,3.6,0.8,0.1,10.3
946,Devontae Shuler,UM,33,32.2,3.6,7.9,0.458,1.5,3.8,0.402,1.5,1.9,0.823,1.8,1.5,0.8,3.4,4.2,3,1.7,0.2,10.3
947,Harrison Butler,SUU,33,25.7,3.6,7.3,0.492,0.4,1.2,0.317,2.7,4.5,0.601,2,2.8,1.7,4.8,6.5,1.1,0.9,0.6,10.3
948,Sheldon Eberhardt,ELON,30,26.2,3.7,8.8,0.418,1.2,4.1,0.303,1.7,2.1,0.812,2.6,1.6,0.6,2.5,3,3.2,0.7,0.3,10.3
949,Garrett Covington,YSU,30,26.2,3.9,9.3,0.421,1,2.9,0.341,1.5,2.2,0.692,1.2,2.2,1.5,2.4,3.9,1.3,1.1,0.2,10.3
950,Mark Gasperini,AU,28,26,4.5,8.9,0.502,0,0.2,0.143,1.3,2.3,0.578,2,2.8,1.6,3.2,4.8,2.3,0.6,0.5,10.3
951,JaQuori McLaughlin,UCSB,32,32.3,3.2,8.9,0.361,1.5,4.4,0.343,2.3,3.1,0.765,1.9,2.2,0.5,2.3,2.8,3.2,0.8,0.2,10.3
952,Ryan Andino,UMES,32,28.2,3.3,10.6,0.316,2.8,8.9,0.308,0.8,1,0.871,0.6,0.8,0.1,1.6,1.7,0.5,0.5,0,10.3
953,Jorden Duffy,UNT,25,28.3,3.5,8.8,0.395,1.5,5,0.302,1.8,2.4,0.738,1.9,2,0.6,3.8,4.3,2.2,0.6,0,10.3
954,Bo Hodges,ETSU,29,25.7,4.1,8.5,0.48,0.5,1.5,0.349,1.6,2.9,0.56,1.8,2.7,1.6,2.8,4.4,2.6,1.1,0.8,10.3
955,De'Jon Davis,CBU,30,29.4,3.5,7.2,0.491,0.4,1.3,0.282,2.8,3.5,0.81,1.6,2.7,2.8,6.3,9.2,0.5,0.5,0.4,10.3
956,Matt Mitchell,SDSU,34,26.4,3.4,8.4,0.405,1.2,3.8,0.328,2.3,3,0.755,2,2.8,0.5,3.6,4.1,1.8,0.7,0.2,10.3
957,Jacob Rigoni,QU,31,27,3.2,7.7,0.41,2.1,5.6,0.382,1.8,2.1,0.875,1.4,1.6,0.8,3,3.7,1.3,0.6,0.3,10.3
958,James Butler,DREX,32,26.8,4.1,6.8,0.598,0.1,0.2,0.286,2,2.7,0.736,1,2.7,2.8,5.4,8.2,0.5,0.3,0.5,10.2
959,Ian Sistare,DART,24,27.3,3.5,6.8,0.519,1.5,3.4,0.451,1.7,2,0.872,1.6,1.5,0.6,3.8,4.4,2,0.3,0,10.2
960,Matej Kavas,SEA,24,23.1,3.4,7.5,0.458,1.8,4,0.458,1.6,2,0.792,0.8,1.4,0.6,4,4.6,0.7,0.2,0,10.2
961,Robert Shaw,CSU,32,32.9,4.4,11.9,0.366,0.3,1.7,0.167,1.2,1.9,0.639,3.5,1.9,0.4,2.8,3.2,4.9,1.1,0.1,10.2
962,Sarju Patel,VMI,29,27.4,3.5,8.3,0.421,1.6,4.7,0.348,1.6,2.3,0.676,0.8,1.6,0.8,2.8,3.6,1.2,0.9,0,10.2
963,Mattias Markusson,LMU,34,25.6,4.1,7,0.586,0,0.1,0.2,2,2.6,0.761,1.6,2.1,1.9,4.5,6.3,0.9,0.3,0.9,10.2
964,John Petty,UA,34,28.9,3.5,8.4,0.413,1.7,5,0.345,1.6,2.2,0.707,2,1.1,0.7,3.5,4.2,1.9,0.5,0.4,10.2
965,Jared Butler,BU,34,26.8,3.4,8.7,0.395,1.8,5,0.351,1.6,2,0.794,2,2.3,0.6,2.5,3.1,2.7,1,0.1,10.2
966,Tay Weaver,EKU,30,29.7,3.4,9.3,0.362,2.8,7.9,0.359,0.7,1.1,0.625,1.4,2.3,0.5,2.3,2.8,2.2,1.2,0,10.2
967,Charles Bain,RMU,35,24.6,3.7,8.1,0.458,1.3,3.8,0.346,1.5,2,0.754,1.7,2.1,1.7,3,4.7,0.6,0.5,0.3,10.2
968,Josh Sharma,SU,31,22.3,4.3,6.3,0.673,0,0.1,0,1.7,2.5,0.679,1.3,3.4,2.6,4.5,7.1,0.3,0.5,1.4,10.2
969,T.J. Howard,TU,32,26.2,3.5,9.7,0.363,1.8,5.3,0.345,1.3,1.8,0.75,2.3,1.3,0.3,1.6,1.9,2.5,0.7,0.1,10.2
970,Tajion Jones,UNCA,31,31.7,3.9,9.6,0.403,1.5,5.2,0.278,1,1.5,0.689,1.7,1.4,1.1,2.1,3.2,1.2,1.1,0.3,10.2
971,Ben Harvey,EIU,32,21.7,3.7,8,0.459,1.1,2.8,0.389,1.7,2.3,0.753,2,1.8,0.9,3,3.9,1,0.5,0.1,10.2
972,Jaylen Franklin,ACU,34,32.1,3.9,7.2,0.535,0.3,0.6,0.45,2.2,3.7,0.595,2.1,2.6,0.4,3.3,3.7,4.8,1.8,0.2,10.2
973,Janai Raynor Powell,SCSU,34,31.5,3.2,8.4,0.383,1,2.4,0.398,2.7,3.4,0.795,2.6,2,0.7,1.9,2.6,3.8,1.1,0,10.2
974,Myles Cale,SHU,34,30.1,3.6,8.9,0.411,1.6,4.2,0.378,1.3,1.9,0.667,1.4,2,0.6,3.5,4.1,1.2,0.8,0.1,10.2
975,Dwight Wilson,JMU,32,25.8,4.4,7.4,0.591,0,0,0,1.4,2,0.714,1.4,2.4,3,4.8,7.8,0.6,0.3,0.5,10.2
976,Zachary Simmons,UNT,33,27.1,4.2,6.8,0.616,0,0.1,0.333,1.8,2.8,0.637,1.6,2.7,2.7,4.3,7,0.9,0.6,1,10.2
977,Arnaldo Toro Barea,GW,7,29.4,3.7,8.1,0.456,0.1,0.9,0.167,2.6,3.7,0.692,1.7,2.6,3,6.3,9.3,0.7,1.4,0.9,10.1
978,Antonio Woods,PENN,31,34.1,3.6,9.2,0.393,1.8,5.1,0.348,1.1,2.1,0.547,1.7,2,0.7,3.8,4.5,3,0.9,0.2,10.1
979,Jeremiah Tilmon,MU,31,24.2,4.1,7.5,0.545,0,0,0,2,2.9,0.681,2.2,3.6,2.4,3.5,5.9,0.6,0.5,0.8,10.1
980,Vance Johnson,UWM,31,21,3.6,7.7,0.463,0.4,1.2,0.316,2.6,3,0.86,1.3,2.9,1.4,4.1,5.5,0.9,0.4,0.2,10.1
981,Jeriah Horne,TU,32,22.1,3.6,8.2,0.439,1.5,4.1,0.374,1.4,1.7,0.818,1.3,2,1,3.9,4.9,1,0.7,0.5,10.1
982,Jalen Cobb,FORD,32,29.5,3.5,9.1,0.38,1.2,3.8,0.331,1.9,2.7,0.729,2,2.5,0.4,2.4,2.8,2.2,1.4,0.4,10.1
983,Ryan Mikesell,DAY,33,29.9,3.5,7,0.506,1.2,3.6,0.339,1.8,2.2,0.811,1.5,2,1.2,4.1,5.3,2.3,0.7,0.6,10.1
984,Christen Cunningham,U of L,33,31.4,3.3,7.1,0.466,0.9,2.6,0.337,2.6,3.4,0.784,2,1.4,0.2,2,2.2,4.8,0.5,0.1,10.1
985,Cameron Williams,SIUE,31,27.2,3.7,8.7,0.421,1.3,4.1,0.323,1.4,2.1,0.667,1.6,2.4,0.9,2.5,3.4,1.4,1.2,0.2,10.1
986,Jaelin Llewellyn,PRIN,21,33,4,11.9,0.332,1.1,4.5,0.253,1,1.8,0.579,1.8,1.6,0.6,2.5,3,2.6,0.6,0.2,10.1
987,Grantham Gillard,ASU,32,29.5,3.2,7.9,0.409,2.2,5.7,0.381,1.4,2.2,0.667,1.3,2.4,1,4.9,5.8,1,0.9,0.2,10.1
988,Isaiah Hart,L-MD,32,28.6,3.6,8.4,0.424,0.6,2,0.302,2.4,3.1,0.776,2,2.4,0.4,1.5,1.9,3,1.1,0.1,10.1
989,Tyrell Gumbs-Frater,CCU,34,19.8,3.3,7.5,0.441,2.2,5.1,0.439,1.2,1.6,0.732,1,2,0.5,1.3,1.8,0.5,0.7,0.1,10.1
990,Jibri Blount,NCCU,24,21.9,3.6,7.4,0.492,0.6,2.2,0.288,2.2,3,0.736,2.5,1.9,1.5,2.9,4.4,1.6,1,0.4,10.1
991,Tyreese Davis,JAC,29,27.8,3.8,7.8,0.482,0.9,2.8,0.338,1.6,2.2,0.734,1.6,2,1.2,3.1,4.2,2.7,1.4,0.7,10.1
992,Hasan Abdullah,USNA,31,29.6,3.8,9.7,0.389,1.1,3.8,0.28,1.5,2.4,0.616,3.1,3,0.5,3.3,3.8,4.4,1.8,0.2,10.1
993,Jordan Allen,RU,31,23.9,3.4,9.4,0.357,2.4,7.1,0.332,1,1.3,0.756,1,1.3,0.5,2,2.5,0.6,0.5,0.3,10.1
994,Travis Weatherington,UHA,33,31.8,3.3,7.2,0.462,2.2,5.2,0.424,1.2,1.5,0.812,1.2,1.9,0.7,3.6,4.3,1.3,1,0.1,10.1
995,Davon Bell,PC,35,31.7,3.2,7.2,0.439,0.6,2.1,0.278,3.1,4.2,0.748,2,2,0.5,3.7,4.2,6.5,1.3,0,10.1
996,Damiyne Durham,CSUB,28,24.5,3.7,10.9,0.341,2.2,7.2,0.302,0.4,0.6,0.75,1,1.1,0.6,2.6,3.2,1.1,0.8,0.1,10
997,Paulius Zalys,LC,29,22.6,4,8.6,0.46,0.5,1.5,0.318,1.6,2.2,0.734,2.6,2.2,0.9,3.8,4.7,2.7,0.6,0.1,10
998,Qua Smith,SST,30,23.4,3.6,9.6,0.37,1.9,6.1,0.311,1,1.3,0.769,1.2,1.9,0.8,1.7,2.5,1.1,0.9,0.4,10
999,Herb McGee,USA,32,30.5,3,7,0.429,1.6,4.2,0.375,2.4,3.2,0.757,2.3,3,0.2,3,3.2,3.1,0.7,0.1,10
1000,Gabe Kalscheur,U of M,36,30.8,3.3,7.9,0.417,2.1,5.2,0.41,1.3,1.8,0.75,1,2.7,0.6,1.4,2,1.1,0.8,0.3,10
